1,1,1
2,2,1
3,3,1
4,4,1
5,5,1
6,6,1
7,7,1
8,8,1
9,9,1
10,10,1
11,11,1
12,12,1
13,13,1
14,14,1
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
20,20,1
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
26,26,1
27,27,1
28,28,1
29,29,1
30,30,1
31,31,1
32,32,1
33,33,1
34,34,1
35,35,1
36,36,1
37,37,1
38,38,1
39,39,1
40,40,2
41,41,2
42,42,2
43,43,2
44,44,2
45,45,2
46,46,2
47,47,2
48,48,2
49,49,2
50,50,2
51,51,2
52,52,2
53,53,2
54,54,2
55,55,2
56,56,2
57,57,2
58,58,2
59,59,2
60,60,2
61,61,2
62,62,2
63,63,2
64,64,2
65,65,2
66,66,2
67,67,2
68,68,3
69,69,3
70,70,3
71,71,3
72,72,3
73,73,3
74,74,3
75,75,3
76,76,3
77,77,3
78,78,3
79,79,3
80,80,3
81,81,3
82,82,3
83,83,3
84,84,3
85,85,3
86,86,3
87,87,3
88,88,3
89,89,4
90,90,3
91,91,3
92,92,5
93,93,3
94,94,6
95,95,6
96,96,3
97,97,3
98,98,6
99,99,6
100,100,6
101,101,7
102,102,7
103,103,7
104,104,7
105,105,7
106,106,7
107,107,7
108,108,7
109,109,7
110,110,7
111,111,7
112,112,7
113,113,7
114,114,7
115,115,7
116,116,7
117,117,8
118,118,8
119,119,8
120,120,8
121,121,8
122,122,8
123,123,8
124,124,8
125,125,8
126,126,8
127,127,8
128,128,8
129,129,8
130,130,9
131,131,9
132,132,9
133,133,9
134,134,9
135,135,9
136,136,9
137,137,9
138,138,9
139,139,9
140,140,6
141,141,0
142,142,9
143,143,9
144,144,9
145,145,9
146,146,9
147,147,9
148,148,6
149,149,10
150,150,10
151,151,10
152,152,10
153,153,10
154,154,10
155,155,10
156,156,10
157,157,10
158,158,10
159,159,10
160,160,10
161,161,10
162,162,10
163,163,10
164,164,10
165,165,10
166,166,10
167,167,10
168,168,10
169,169,10
170,170,10
171,171,10
172,172,10
173,173,10
174,174,10
175,175,10
176,176,10
177,177,10
178,178,10
179,179,10
180,180,10
181,181,10
182,182,10
183,183,10
184,184,10
185,185,4
186,186,4
187,187,4
188,188,4
189,189,4
190,190,4
191,191,4
192,192,4
193,193,4
194,194,4
195,195,4
196,196,4
197,197,4
198,198,4
199,199,4
200,200,4
201,201,4
202,202,4
203,203,4
204,204,4
205,205,4
206,206,4
207,207,4
208,208,4
209,209,4
210,210,4
211,211,4
212,212,4
213,213,4
214,214,4
215,215,4
216,216,4
217,217,4
218,218,4
219,219,4
220,220,4
221,221,4
222,222,4
223,223,4
224,224,4
225,225,4
226,226,4
227,227,4
228,228,5
229,229,5
230,230,5
231,231,5
232,232,5
233,233,5
234,234,5
235,235,5
236,236,5
237,237,5
238,238,5
239,239,5
240,240,5
241,241,5
242,242,5
243,243,5
244,244,5
245,245,5
246,246,5
247,247,5
248,248,5
249,249,5
250,250,5
251,251,5
252,252,5
253,253,5
254,254,5
255,255,5
256,256,5
257,257,5
258,258,5
259,259,5
260,260,5
261,261,5
262,262,5
263,263,5
264,264,5
265,265,5
266,266,5
267,267,5
268,268,5
269,269,5
270,270,5
271,271,5
272,272,11
273,273,11
274,274,11
275,275,11
276,276,11
277,277,11
278,278,11
279,279,11
280,280,11
281,281,11
282,282,11
283,283,11
284,284,11
285,285,11
286,286,11
287,287,11
288,288,11
289,289,11
290,290,11
291,291,11
292,292,11
293,293,11
294,294,11
295,295,11
296,296,11
297,297,11
298,298,11
299,299,11
300,300,11
301,301,11
302,302,11
303,303,11
304,304,11
305,305,11
306,306,11
307,307,11
308,308,11
309,309,11
310,310,11
311,311,12
312,312,12
313,313,12
314,314,12
315,315,12
316,316,12
317,317,12
318,318,12
319,319,12
320,320,12
321,321,12
322,322,12
323,323,12
324,324,12
325,325,12
326,326,12
327,327,12
328,328,12
329,329,12
330,330,12
331,331,12
332,332,12
333,333,12
334,334,12
335,335,12
336,336,12
337,337,12
338,338,12
339,339,12
340,340,12
341,341,12
342,342,12
343,343,12
344,344,12
345,345,12
346,346,12
347,347,12
348,348,12
349,349,12
350,350,12
351,351,12
352,352,12
353,353,12
354,354,12
355,355,12
356,356,12
357,357,12
358,358,12
359,359,12
360,360,12
361,361,12
362,362,12
363,363,12
364,364,12
365,365,12
366,366,12
367,367,12
368,368,12
369,369,12
370,370,12
371,371,12
372,372,12
373,373,12
374,374,12
375,375,12
376,376,12
377,377,12
378,378,12
379,379,12
380,380,12
381,381,12
382,382,12
383,383,12
384,384,12
385,385,12
386,386,12
387,387,12
388,388,12
389,389,12
390,390,12
391,391,12
392,392,12
393,393,12
394,394,12
395,395,12
396,396,12
397,397,12
398,398,12
399,399,12
400,400,12
401,401,12
402,402,12
403,403,12
404,404,12
405,405,12
